	c10	c10	c10	c20	c20	c20	c30	c30	c30	c40	c40	c40	c50	c50	c50	c90	c90	c90
eco_gcs1_t09133	2.702733604	8.882494461	5.543270286	4.310402285	7.860675362	3.824979092	5.516617235	5.193447901	6.056251269	8.16872291	5.930544529	3.945280234	7.649869107	5.279397649	4.200096862	4.052145531	7.021111805	11.40608288
eco_gcs1_t05507	1181.796496	1999.828339	1289.62197	1231.619252	1973.740749	1371.472676	1745.730784	1319.992237	1426.666793	1617.83404	1206.439825	820.2161948	1857.451618	1175.224906	1165.12653	1157.120249	1132.179084	1321.594151
eco_gcs1_t11794	43.98435875	17.33214684	34.5594885	31.80076339	19.25821438	27.60996802	19.97013173	32.14699564	29.10668488	15.4746334	25.24633464	32.45634118	22.20950671	31.36953644	45.75053332	29.49917774	23.45008552	14.84639721
eco_gcs1_t07245	33.78889382	22.52992217	26.98300768	35.07885804	22.23310913	28.29660104	25.51292719	33.27943938	27.4281111	24.47237649	36.85441807	35.43756393	22.50975608	28.18067402	18.16099179	34.96801028	35.70401151	9.372360102
eco_gcs1_t10858	52.05465617	41.76180295	40.95053606	50.50370169	39.03490728	50.63052607	48.62876195	39.6861647	47.12123776	48.17559762	44.23739993	40.90589675	53.23521778	44.27985657	40.58528449	52.29272796	39.42891414	18.10931901
eco_gcs1_t08685	663.5795161	767.3839049	674.8394276	597.0580651	737.975109	591.106617	621.5027895	602.4820934	595.5714925	538.277211	592.1770295	448.7058602	583.8221193	770.0386968	688.4306232	443.931263	610.5319137	748.8673977
eco_gcs1_t12121	29.94202935	47.51192251	41.81573516	28.90513362	40.00793414	21.93535621	32.93014078	31.29475228	31.0553495	42.27891768	28.507831	30.51840637	25.69573982	28.3105705	18.07360806	44.95565109	28.86712493	24.86675657
eco_gcs1_t02718	1591.804741	834.5337933	1214.635787	1256.716695	972.270317	1471.641601	1257.771454	1395.361957	1574.754081	1317.487991	1402.233311	1184.613536	1128.266629	1313.229562	1355.276165	827.9020497	1307.702867	1761.385469
eco_gcs1_t03261	5.098117782	4.291147008	4.75704485	5.207314284	4.897343496	6.340314679	5.21279878	3.562418284	3.249496907	3.79048519	3.469603384	5.142070805	4.615534832	3.842517918	4.597678856	12.04447934	5.161584456	9.85166222
eco_gcs1_t09821	2.764791379	5.286335898	3.482830269	2.433227648	4.11594625	3.873661095	3.188472994	3.390546962	3.466399605	4.154889151	2.776354718	4.412933479	3.855168009	3.362715502	4.00846226	7.17044074	4.701493743	12.15045741
eco_gcs1_t08436	415.7428108	856.1125172	524.6824112	517.0365212	952.8713909	630.6361346	724.2387087	479.5354455	535.8402928	650.1216944	498.3535353	399.0681127	820.253632	642.7998816	562.6151061	448.2288262	559.5587582	625.2942013
eco_gcs1_t04696	14.70069393	9.905594333	11.8250647	16.36015788	8.831572691	10.64190896	9.295702694	13.22513295	20.38945066	8.190303904	16.09572561	24.9814966	9.70693301	14.435992	8.590905547	24.20822162	16.17555375	11.2287825
eco_gcs1_t03852	37.17002005	27.3382168	36.35835035	49.41703922	36.34491208	23.09499915	58.96519277	25.45701033	26.57732041	66.18149053	29.51035973	27.72310468	86.77254412	23.19821271	30.34656123	63.90162096	33.59708596	34.71844547
eco_gcs1_t00208	1640.786209	2570.029675	1733.843868	1740.28	2820.503873	1962.580433	2490.261321	1341.644052	2141.510012	2411.552466	1760.119535	1621.211777	2325.378829	1820.680111	1573.0442	1483.932826	1581.867666	1824.493283
eco_gcs1_t06149	2.522142161	2.070030276	2.252119566	2.119061069	2.936690198	3.54911637	3.128737045	2.962543091	3.131577667	1.850505986	2.515555582	1.066231327	2.451647114	3.241300313	3.666252331	0.683867526	2.230123771	8.293744978
eco_gcs1_t06311	34.35325748	26.18626336	34.83281023	29.25423834	15.05177534	158.1088326	27.23136435	44.56985422	36.12485415	37.402727	32.3784244	23.73503407	24.6170448	25.53378432	37.27472731	26.49113453	77.67543292	13.02762133
eco_gcs1_t04849	9.557171498	5.829446053	8.700267421	5.667733049	5.618564727	8.458096199	6.680281904	9.679145503	10.65999605	7.005200096	5.462995286	8.238771657	13.77526608	6.64511655	8.382236717	9.32397476	9.238006776	8.298049772
eco_gcs1_t08128	3.977851364	2.469165609	8.958794032	2.714955165	3.016838211	3.534477656	3.343612909	5.804039915	3.602906205	6.530079387	3.609048645	6.378807936	8.22800321	3.802947123	3.939728972	5.710448542	5.127629159	9.925603474
eco_gcs1_t06327	246.7989412	91.48981282	200.3086586	206.6318656	101.8417028	207.6158927	234.5708316	169.5225464	177.5694319	236.7702628	160.1256481	176.9749096	249.4971595	187.0549583	298.1553287	192.3365619	190.6127306	502.1208582
eco_gcs1_t09491	25.77295843	18.96923859	27.86516929	31.19357557	20.14350156	41.10292115	23.49280878	49.65601672	41.35780929	27.51882309	37.21935336	37.63014224	22.71461912	32.26299528	31.27794393	23.83097555	66.15691119	21.42418711
eco_gcs1_t03562	23.40591302	14.71288	23.8638755	22.57963538	15.99169415	16.67186949	17.47175854	14.00329858	17.38835877	20.12337639	21.68013262	18.68223714	22.24494729	19.44509057	19.86855971	13.37919668	25.08270447	8.75992336
eco_gcs1_t05814	456.3779979	240.5760158	445.5634815	347.0670205	226.5002725	635.4705064	189.7017826	512.8682585	564.3058534	234.7533532	558.0493975	333.9174952	208.1123626	510.5399723	472.4088678	149.3402484	435.5592033	310.0657476
eco_gcs1_t06576	328.3472697	222.8778405	345.3065128	264.2544059	248.929376	367.3356638	218.8454081	401.6940509	370.1999039	250.1431852	347.3947665	291.6310566	217.105722	369.0031657	327.3258351	173.0006956	326.416372	339.2466562
eco_gcs1_t01566	85.22640608	101.8430619	105.3366782	69.04511995	84.22026254	146.4402594	66.24920163	121.3176126	83.85628438	53.41593154	131.1406041	85.31491686	65.72663949	112.5792957	150.025992	50.81200892	116.0406477	77.22698152
eco_gcs1_t07003	32.08465196	17.0605574	29.44846979	26.25175777	13.05626328	28.71850929	20.53891762	22.24620153	32.26853961	16.34648155	22.43931497	20.2910475	11.85480032	30.79550099	31.00705128	19.32607673	24.62053207	11.99514346
eco_gcs1_t11279	78.66873512	51.82254098	67.42855215	68.68197225	51.4850283	78.73199977	62.0145114	68.65526791	62.55563539	57.80258909	56.50890375	68.61008059	62.11073093	61.17103618	73.78542667	58.80674587	60.88086024	61.15269268
eco_gcs1_t03388	3.049483436	5.799994223	4.674705966	5.409950733	3.536351129	3.715661088	3.165048102	3.9574736	3.535502568	6.779363235	5.276620472	7.013704768	3.15003184	3.429127426	3.859524023	8.032221165	6.40170405	10.7846447
eco_gcs1_t07827	494.5996539	341.4243002	457.0273692	603.1675873	288.5314635	389.4534173	452.98414	375.0574972	423.9788281	324.7964203	357.7909798	394.3293253	435.6865268	384.7139343	487.9483415	507.2915404	305.7188588	462.629638
eco_gcs1_t03021	38.82226922	41.20668286	16.55374105	33.78431957	36.88982855	17.80090962	26.8513121	29.71368103	19.35398593	51.04150406	23.01114007	21.33253283	36.29794598	23.53613959	15.94594533	36.43656001	19.83220434	10.84686967
eco_gcs1_t07284	31.73995068	71.02664734	28.70879633	31.05399099	66.81154284	27.62404819	56.8718756	32.68576491	33.61316209	50.34678125	38.68326388	35.64676302	64.66510531	24.96919079	30.8684245	57.82373656	28.49910943	9.091175243
eco_gcs1_t07045	460.9463277	337.5142541	607.9521055	432.6715867	443.2203652	710.1743741	479.5608736	630.0649864	618.224296	446.3684298	653.9587721	516.4114229	387.2356425	636.8122436	654.3718869	181.4928666	633.5103067	774.4846436
eco_gcs1_t06409	46.36123597	69.01774491	35.22363002	74.66505811	62.79273451	49.52714934	109.7763535	31.77259976	43.34551878	74.43287522	28.47561971	30.17686695	88.41407971	38.70528443	37.86566406	48.71324763	48.15843162	32.51235922
eco_gcs1_t10218	162.9411287	134.8098766	172.4306798	179.0996338	142.5975991	204.4159175	157.9470743	172.5199142	184.2077584	174.6182156	192.3689957	166.1171282	192.434199	196.8822552	183.202155	116.9874074	200.953161	207.5300396
eco_gcs1_t08218	26.53320841	28.41488741	29.04256863	34.89606304	33.87918657	34.76193373	31.84587026	32.22681262	36.31253254	29.57730233	35.24557411	48.95840797	36.97576428	27.68107493	31.80871127	36.61993989	30.5725279	12.51084
eco_gcs1_t04821	13.20627053	16.71233889	13.77648447	10.14331742	8.091979822	9.039224458	10.61576263	12.85755181	15.04561426	13.75329331	14.00837413	14.19725806	5.91749153	14.3553582	10.89051316	12.74674914	8.220042451	9.916481338
eco_gcs1_t04601	5166.673118	7758.546642	5448.675753	5652.779319	8193.454327	4362.689567	8197.007082	4595.478669	5088.396675	7621.498748	5330.813877	3634.605092	7503.749145	5788.632783	4846.661831	5529.055217	4968.573903	7178.642012
eco_gcs1_t04612	170.2991267	55.29894678	112.0752361	159.5407118	68.9958975	101.7719315	144.8995459	94.86708856	86.0623199	160.9515831	103.0293931	79.83508943	180.2655127	91.18257406	147.6981131	139.69436	92.22988357	220.0561386
eco_gcs1_t03493	10.20667901	10.88212392	11.47786119	9.85606092	9.119356995	13.40748346	9.540171856	15.75443388	9.618766018	13.2494587	14.88025427	18.94525583	8.797361505	13.86000392	13.72135297	16.08573825	17.20508535	11.28580624
eco_gcs1_t10267	158.5364971	194.7044309	150.9415574	128.5240625	205.382977	136.5397109	156.1064521	131.833275	163.6117999	156.3933273	125.0299826	145.0657533	141.3259512	138.2280445	160.9493096	115.7036597	137.0764463	143.0643039
eco_gcs1_t08334	19.4969514	20.92321745	19.89078174	17.90284701	19.05954065	16.33225752	16.82548281	17.89295509	16.52750304	20.02029322	13.66379977	21.5308351	20.259715	19.87941633	17.23314236	20.51580779	21.30359741	12.18797497
eco_gcs1_t05402	616.7947332	334.5289261	457.6482649	524.5475592	381.862824	715.5935239	435.3696452	606.5675688	633.3246107	322.6200326	589.5957995	420.5557784	385.8873365	548.0387965	545.2040785	239.9794012	544.461578	454.3991026
eco_gcs1_t01256	103.0495261	74.0922398	70.82651807	95.78923273	80.24343483	90.36584939	89.05082151	91.45103767	101.4785996	85.27059895	89.04159964	89.79777326	99.07360583	71.19128033	70.2249817	85.62946269	86.2256654	45.91022027
eco_gcs1_t06291	5.998232225	9.599666271	6.754426412	5.206220555	8.391298003	3.95503888	4.606421108	3.665155518	3.441303023	6.290689415	5.481485744	10.81286465	5.48791408	7.198607856	4.351732265	12.28734663	3.988356936	10.42758653
eco_gcs1_t01972	103.9789996	134.5860246	109.7088375	261.4723201	305.4792671	504.20949	79.30387146	480.7813197	116.3797519	287.3058939	465.688918	365.1196827	308.6241645	470.9619161	430.2839697	146.6370866	482.1497805	88.65019486
eco_gcs1_t02948	39.84497164	52.3353492	47.03093645	44.76569233	69.49800798	42.5841506	41.65408016	42.58003681	43.0239376	45.88862345	36.42866196	23.91091623	42.26125853	57.68391731	41.05177333	20.14775349	53.17568577	38.616642
eco_gcs1_t00651	493.3358099	867.5041677	460.2237766	541.7988871	924.2333068	608.0640368	1006.566919	582.839287	443.9010779	837.352117	608.3857289	410.0839652	1039.998765	594.633475	705.1825382	724.8917711	711.7203907	853.4311586
eco_gcs1_t10649	137.8874599	202.7828949	267.4885283	172.2758474	200.9399087	234.4124888	208.2834973	165.4043193	238.1114944	146.658998	194.213544	224.1392846	192.7076071	246.3725788	227.509418	146.2710801	154.089656	217.73672
eco_gcs1_t01596	7.216887776	8.66578165	7.040163445	7.626752813	6.304314386	3.645749907	3.586283794	3.531635736	4.256301401	10.96850987	2.77439858	8.072361087	7.208993708	7.143793635	4.359774567	15.04413739	7.281654225	10.89225844
eco_gcs1_t02953	3.054042832	1.998816443	3.571293981	2.131421274	2.722296227	5.131554969	2.927212759	3.537305116	3.091144509	1.718613919	2.530230503	1.220423477	2.363133486	3.427889655	3.371471079	0.754581744	2.602946215	7.600833859
eco_gcs1_t06077	3.882477749	2.6511129	2.39175993	5.862034296	3.089218568	3.843952765	4.162632934	3.228410847	3.573359665	4.315607346	3.257993776	2.254083846	5.767170054	6.465882681	4.264001216	11.61797696	11.95767808	12.54378611
eco_gcs1_t00159	1818.828561	1820.472816	1798.462993	1760.418859	1885.676656	1933.443695	2129.441182	1977.927586	1764.272864	1823.467971	2022.723907	1509.921189	2145.491777	1939.399302	1713.327715	1366.173807	1904.359893	2341.480588
eco_gcs1_t04398	5.184836618	6.987766467	5.776175119	4.934289817	3.361201724	4.101059252	3.743281438	5.36289358	3.325220243	8.423322798	5.432386759	6.455316018	4.440998061	5.360746613	3.610074126	10.48729984	2.607797753	8.516310958
eco_gcs1_t03797	126.9844564	92.44181287	69.00153218	174.3192536	85.4720171	71.93736045	225.6081956	57.0949323	64.36450218	276.7404958	68.83982806	53.75705153	296.0358294	51.68250548	80.22642117	179.7422906	76.77456487	132.8390299
eco_gcs1_t05385	265.5325988	169.1532325	227.1194813	237.9591162	170.7190839	216.4420998	220.6246208	207.7976635	224.8899717	232.0072312	185.8992599	197.5494204	222.8028182	186.7556933	255.5904038	177.070282	200.2001246	318.5853125
eco_gcs1_t03802	22.71948914	54.22078219	32.12677914	24.55328905	36.48500545	23.42639967	30.29050732	25.9150267	29.33236418	45.01972537	30.84345362	23.07018662	25.23872634	30.93301905	16.04803199	23.37433097	28.25194484	10.39967469
eco_gcs1_t08635	14.18922956	79.55556281	28.09260487	15.92802636	42.17655272	13.75487281	16.89849652	25.00198215	23.06339152	62.76521064	23.43141352	14.46909994	27.65141372	38.80720412	4.830997288	39.53396637	18.50819224	10.91636647
eco_gcs1_t04593	106.9960778	116.0129429	94.8029527	154.7112874	116.9826923	91.95851097	127.530892	88.72936862	99.85451211	95.91431247	101.8957735	85.28879776	117.0523906	86.90319734	91.12814023	140.6214049	81.9559016	81.52552872
eco_gcs1_t03151	521.2089079	724.4270255	483.9161978	668.3047889	832.2481808	400.5399284	762.8787336	348.0048051	422.1164632	748.5543375	403.4615363	318.1630416	774.6699749	541.9542101	472.6448945	482.3155966	470.0094932	731.9595841
eco_gcs1_t01626	217.2334908	91.41660915	220.9597416	150.1542512	86.55501849	236.9658393	121.1887171	176.8507003	181.9631941	124.4730602	194.1419459	140.1514302	131.2957251	174.8901051	225.4169696	98.03054559	156.9156529	144.4002634
eco_gcs1_t02448	154.0296158	199.1909156	124.1414195	151.4662488	163.9341163	152.7419564	196.640123	127.5454554	135.497509	179.6969855	147.6968436	92.0810754	233.9586983	116.4286411	132.1365383	190.7599347	106.2566208	98.11791106
eco_gcs1_t04858	31.00404602	26.97001614	32.69403569	27.37684716	30.5863868	31.75659485	30.44955046	31.31118467	33.59876592	28.01868932	35.89045091	24.1120738	30.14926391	33.23186266	25.87807251	22.78477191	24.101894	12.00050653
eco_gcs1_t06782	21.38240864	15.18196169	13.30321479	22.79932026	9.093778176	5.464007446	19.17343314	10.59257878	8.579919852	23.27263762	9.769671401	17.25642581	22.43513887	10.07055581	14.40438647	31.10359357	6.656192288	10.29724675
eco_gcs1_t12147	60.0786733	101.2601416	80.1635765	46.77636134	60.49039576	35.00471843	44.76124761	61.16224657	65.49530285	70.9733337	59.89057704	95.65846579	45.71821789	89.00690115	83.26295881	67.99153908	56.82601197	42.84505206
eco_gcs1_t06891	18.59264605	20.15770284	16.35266543	19.3378673	24.89494986	17.60016639	16.86557592	18.836897	18.73260864	15.54268487	18.79826925	22.39587158	20.67922781	15.20814773	21.39393948	25.17767848	23.77508811	11.65193695
eco_gcs1_t05472	466.1176809	668.0012425	648.5305413	547.9054733	767.6991416	670.5308561	688.1487984	587.2519529	633.0836473	596.1995897	547.3174892	473.5605032	557.6928442	659.8329768	803.6423655	276.4079223	589.25713	710.2736209
eco_gcs1_t06202	382.2623539	370.9061417	410.0710204	358.5120234	363.8561234	401.1404401	380.2342375	452.7233928	399.6156445	327.7563127	437.138436	297.7837534	415.9756943	433.5803556	396.7524301	259.2803152	407.5848045	389.2780295
eco_gcs1_t06195	199.5356347	150.3263526	145.163674	180.7789411	144.1984702	133.4095579	184.9233299	166.0092487	182.0249838	171.0824824	147.3929082	152.7220361	157.6262213	167.5138264	167.9307646	174.886671	142.1514495	151.2279989
eco_gcs1_t05717	2.803725055	5.534720775	2.36727963	3.034127815	4.749208437	3.669497547	3.392955744	7.152292227	6.608404238	5.060212571	2.638925289	3.985940758	4.068392302	3.569770018	4.443426529	5.223297189	2.503027962	11.09656776
eco_gcs1_t11115	18.24265416	27.08729078	25.73342619	24.95078194	26.87108461	16.54998855	22.23513922	22.5894032	19.87021828	22.72899671	20.52378747	29.54664462	21.25745788	23.68911752	23.52539467	21.73505975	26.0243954	13.48043137
eco_gcs1_t07057	2.724975293	5.13684738	3.044092961	2.38427336	3.465945426	3.704629575	3.280085229	3.443973012	3.579874883	5.156580464	2.761495479	1.575699522	2.756631943	3.407301563	3.982191274	4.093731564	2.323190921	11.87235294
eco_gcs1_t07657	11.32472553	8.157778109	12.07956921	12.00080585	8.912519062	12.7396676	9.759399883	11.99157664	11.27259173	11.45487037	15.9143647	20.84414316	12.3111535	8.974018325	12.80037244	24.8945527	12.14096322	10.0201634
eco_gcs1_t02125	505.9900795	694.1622544	428.3219743	550.2644728	729.732769	462.1479864	824.3594117	427.4807815	517.5966181	696.7944099	463.160879	380.8700802	781.450792	445.5795969	472.3784578	620.2951465	426.3199061	538.0115397
eco_gcs1_t08663	215.1345203	317.8943223	243.8164372	282.7349016	350.7127819	255.7348182	338.6597485	195.0364862	239.2665835	315.1219158	167.9681872	166.4264407	297.2362892	198.9728422	252.9973454	248.1564259	217.7898533	218.8496756
eco_gcs1_t01267	2.672413522	2.502284412	2.437238932	2.216476277	3.03335078	3.616245846	3.090915335	3.17905185	3.321829847	2.712071738	2.644366164	2.870216307	2.542979567	3.308914783	3.926828956	6.87886611	2.289281654	10.28448626
eco_gcs1_t06958	17315.31346	9649.671642	13775.92388	14114.35401	10358.99496	16054.71167	13517.57904	13455.70881	14471.68923	11895.19416	13608.81715	12388.57612	12781.95117	14257.54079	17418.56772	8797.448823	13853.25608	18986.45315
eco_gcs1_t04478	2.988199422	5.696244682	3.632037277	3.590615917	5.482528618	3.746094169	3.037262159	3.095410199	3.309271441	3.467900356	2.67411729	6.62882523	3.489687325	4.269893401	3.675270853	9.528385322	2.613452779	10.54714035
eco_gcs1_t03810	90.26273777	114.8920035	89.67997447	90.80889172	122.9415969	84.86493907	100.1587041	79.93277096	95.45502676	102.2801543	89.53622553	91.70654467	95.02621604	83.89205419	78.19209664	81.54803191	57.20108968	52.58214819
eco_gcs1_t04363	59.45852451	28.56093629	47.31058142	47.44017273	22.51705018	47.27155171	25.87036308	55.4731608	44.20196638	33.08175548	49.14158527	46.52310564	29.90664911	44.66123483	51.0179812	46.4564666	42.13650207	29.40525599
eco_gcs1_t10777	27.80576592	31.95031777	29.6998476	27.79782661	23.08548406	29.83393668	33.91656408	21.4421871	26.77415053	39.57373266	23.49292322	26.27395278	44.37317339	32.33811877	24.54650286	54.72691282	42.27100665	14.16017176
eco_gcs1_t01152	620.2219636	372.2806683	228.3945812	1096.424505	414.3870232	238.8534944	1353.514923	191.3143023	228.017847	1678.239638	198.0505797	200.4912693	2122.474212	194.1774633	246.1697583	2154.871665	232.2524992	967.5802892
eco_gcs1_t07537	253.3171188	109.7570567	269.0178023	173.9852768	90.29613864	252.8380093	114.9829816	286.5905086	212.1658969	114.0937772	209.5291184	175.4529844	112.4298252	228.3496489	284.4052861	107.9331894	206.7351999	204.3034226
